X,Y,ObjectId,tid,stanoviste_ogc_fid,typ_odpad_separovany,komodita_odpad_separovany,objem,cyklus_vyvozu,majitel,vyvoz_1,vyvoz_2,vyvoz_3,vyvoz_4,vyvoz_5,vyvoz_6,vyvoz_7,vyvoz_1_zacatek,vyvoz_2_zacatek,vyvoz_3_zacatek,vyvoz_4_zacatek,vyvoz_5_zacatek,vyvoz_6_zacatek,vyvoz_7_zacatek,vyvoz_1_interval,vyvoz_2_interval,vyvoz_3_interval,vyvoz_4_interval,vyvoz_5_interval,vyvoz_6_interval,vyvoz_7_interval,nazev,ulice,cp,verejnost,datum_exportu,GlobalID
1858731.7388,6310658.2749,78,10975,3482,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2020/08/08 00:00:00+00,,7,,,7,,7,,Šimáčkova 82,Šimáčkova,320,A,2023/04/19 00:00:00+00,{2EAB1FE9-89EF-4064-B97B-C3CFDE7FEE4B}
1850609.7017,6312894.0384,79,11704,2579,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Halasovo nám.  5,Halasovo náměstí,918,A,2023/04/19 00:00:00+00,{F8FF8B9F-4502-4FF7-A8E7-4E1ED71EF412}
1850330.8241,6313365.1123,80,11622,2598,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Brožíkova 4,Brožíkova,41,A,2023/04/19 00:00:00+00,{20DCE923-D07F-4109-BE17-D8DCB991166B}
1851288.4946,6314037.8238,81,11602,2575,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Blažkova 1,Blažkova,13,A,2023/04/19 00:00:00+00,{175D8A8B-AF32-41ED-8223-D3F7907B005C}
1850754.495,6314597.3893,82,11620,3091,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Brechtova x Okružní,Brechtova,38,A,2023/04/19 00:00:00+00,{A48DEB7D-1390-43A7-8892-FD59C636B912}
1856992.5164,6310460.5616,83,21023,9589,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/02/04 00:00:00+00,,,,,,,7,,,,"Michalova - hřiště ""Rokle""",,736,A,2023/04/19 00:00:00+00,{46B9EA4A-12C4-4145-A8CF-FF94EE2D53C9}
1850897.1954,6315018.8439,84,25639,10750,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2022/02/23 00:00:00+00,,,,,,,7,,,,,Dusíkova 17 - v domě,Dusíkova,910,N,2023/04/19 00:00:00+00,{56A44050-D269-4A94-9E9E-86635BE8543A}
1851343.0411,6312134.8733,85,25711,10770,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2022/02/25 00:00:00+00,,,,,,,7,,,Hořejší 12 - v domě,Hořejší,1506,N,2023/04/19 00:00:00+00,{0FAE2BE9-CDA5-4430-835B-E0F457AA62BB}
1846849.2848,6308832.1206,86,17978,7690,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2019/01/15 00:00:00+00,,,,,,,7,,,,,,Bratří Čapků 20 - v domě,bratří Čapků,140,N,2023/04/19 00:00:00+00,{261E46CD-92D3-4BC7-A6FC-96B970600933}
1846099.3254,6308188.9205,87,26338,10831,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2023/02/08 00:00:00+00,,,,,,,7,,,,,Barvičova 18 - v domě,Barvičova,17,N,2023/04/19 00:00:00+00,{4128A573-45C5-4B48-B24F-45B6678B335C}
1852861.6839,6309307.7209,88,6147,3058,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,A,N,N,N,N,N,,2022/02/08 00:00:00+00,,,,,,,14,,,,,,Viniční x Balbínova,Viniční,1282,A,2023/04/19 00:00:00+00,{B88FE6CB-89F8-46B1-B06A-7F233C5A8F9B}
1845351.3363,6316388.4059,89,23916,3381,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2020/05/18 00:00:00+00,,,2020/05/21 00:00:00+00,,,,7,,,7,,,,Medlánecká x Renčova,,560,A,2023/04/19 00:00:00+00,{203B482D-F26E-4DF5-9935-0BDAF8396320}
1845568.9214,6308628.5897,90,23416,10236,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Barvičova 51 - v domě,Barvičova,642,N,2023/04/19 00:00:00+00,{4776AEAA-5F01-4B1B-9E8B-2F4DB019455A}
1847209.5481,6321032.8496,91,26340,10910,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2023/02/10 00:00:00+00,,,,,,,7,,,Kleštínek 14,Kleštínek,381,N,2023/04/19 00:00:00+00,{FF8AA113-3947-464E-B9B7-58497917F3D5}
1845954.0646,6316563.5793,92,4244,2444,,Sklo barevné,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/08/14 00:00:00+00,,,,,,,7,,,,,Vránova 134,Vránova,1128,A,2023/04/19 00:00:00+00,{DF56492E-A728-4C32-B078-202DC0213146}
1857315.8884,6304006.3539,93,23992,10545,,Papír,1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Šmahova 110 - TŘÍĎOUN,Šmahova,1143,N,2023/04/19 00:00:00+00,{033A2F36-C92B-46E1-BAFF-DD57C4431EA2}
1857315.8884,6304006.3539,94,23991,10545,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Šmahova 110 - TŘÍĎOUN,Šmahova,1143,N,2023/04/19 00:00:00+00,{4806D2CE-254E-4E7E-BDE8-24587E5A3A90}
1846979.1724,6308850.9628,95,24004,7575,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2019/01/15 00:00:00+00,,,,,,,7,,,,,,Stojanova 9 - v domě,Stojanova,136,N,2023/04/19 00:00:00+00,{562949F1-1E27-4BA9-85FA-AA62EA752B0C}
1857407.7159,6311059.9695,96,11340,3281,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Molákova 7,Molákova,2147,A,2023/04/19 00:00:00+00,{32AE59E5-E263-4790-8477-39B739A9920A}
1846049.4431,6308049.9497,97,23741,10432,,Biologický odpad,120,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Pavlíkova 5 - v domě ,Pavlíkova,381,N,2023/04/19 00:00:00+00,{CA57296D-497D-4A99-BF33-5F262510896F}
1856603.1765,6310555.3877,98,11217,2850,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Elplova 26,Elplova,2076,A,2023/04/19 00:00:00+00,{C9C7999B-74DA-4BAC-8F87-8AD7524208BA}
1860797.7283,6309395.7361,99,19658,8789,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Mariánské údolí - konečná MHD,Mariánské údolí,576,A,2023/04/19 00:00:00+00,{F93EA848-B353-4D29-AE19-95D8CFE9F3F4}
1844727.9472,6309273.1352,100,23788,10461,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Rezkova 63 - v domě ,Rezkova,816,N,2023/04/19 00:00:00+00,{F09F92EC-B01D-44CF-A3DE-8603696C0972}
1859149.4763,6311164.2943,101,10800,3279,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Šimáčkova x Obecká,Obecká,682,A,2023/04/19 00:00:00+00,{652BDE49-6512-4591-91E3-8984B1B3AB58}
1856607.3621,6309712.5713,102,11149,3761,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Bartákova 5,Bartákova,2249,A,2023/04/19 00:00:00+00,{CB0D0B36-69B0-4D04-884E-575E0A4AE43B}
1859191.5216,6309948.7402,103,11379,3768,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Ondráčkova x Macháčkova,Ondráčkova,198,A,2023/04/19 00:00:00+00,{C2C61421-6A62-4CE4-8EF4-56BB65552104}
1856620.7761,6309541.459,104,17558,7409,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Goldova,Goldova,2547,A,2023/04/19 00:00:00+00,{DB006507-8942-4188-A037-6CDDEA029DC7}
1849765.6106,6314399.1914,105,25690,10767,,Papír,240,1x týdně,SAKO,A,N,N,N,N,N,N,2023/02/20 00:00:00+00,,,,,,,7,,,,,,,Loosova 6 - v domě,Loosova,575,N,2023/04/19 00:00:00+00,{38F4B863-C015-490B-B6D1-B042F032698B}
1857667.6914,6309845.8617,106,10797,3398,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Novolíšeňská 10 - u ZŠ,Kocourkova,2708,A,2023/04/19 00:00:00+00,{884BD15A-4E95-48D7-8698-4F552474F2B7}
1860345.3816,6309402.5341,107,11377,3767,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Ondráčkova 134,Ondráčkova,844,A,2023/04/19 00:00:00+00,{A8951DBB-5971-4EC8-BD7D-DBF7302E771D}
1859149.4763,6311164.2943,108,10801,3279,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Šimáčkova x Obecká,Obecká,682,A,2023/04/19 00:00:00+00,{295EE044-DBC0-4BE3-81C6-528AA697120A}
1857965.9163,6310504.2513,109,13736,2853,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Kosíkova 3,Kosíkova,2327,A,2023/04/19 00:00:00+00,{A91CFD7D-1187-4A7E-8FC5-7B7EE413535E}
1854716.6006,6307211.7954,110,26345,3324,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,5x týdně,SAKO,N,A,A,A,A,N,A,,2019/01/15 00:00:00+00,2020/09/23 00:00:00+00,2020/09/24 00:00:00+00,2019/01/11 00:00:00+00,,2020/03/22 00:00:00+00,,7,7,7,7,,7,Bělohorská 159,Bělohorská,4375,A,2023/04/19 00:00:00+00,{0A130E1A-A7B1-4DBA-83AE-5B52F38318D2}
1857433.0522,6310428.8508,111,11267,2852,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Jírova 15,Jírova,2494,A,2023/04/19 00:00:00+00,{4F7E21C0-0655-4AE9-A4D0-96EE2C37D1D9}
1857328.4119,6311059.9354,112,20620,9390,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Molákova 11,Molákova,2149,A,2023/04/19 00:00:00+00,{18E0F23A-2846-4F52-8A24-5C237D355B4E}
1851538.8633,6313997.0477,113,12381,2574,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Barvy 13,Barvy,790,A,2023/04/19 00:00:00+00,{9BFD5CA2-9AA2-4890-88BB-8FDF722EB9FF}
1846329.3449,6313031.0267,114,11097,2848,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,6x týdně,SAKO,A,A,A,A,A,N,A,2019/01/14 00:00:00+00,2022/09/20 00:00:00+00,2021/04/07 00:00:00+00,2022/09/20 00:00:00+00,2019/01/11 00:00:00+00,,2021/01/10 00:00:00+00,7,7,7,7,7,,7,Vodova 97,Vodova,2327,A,2023/04/19 00:00:00+00,{0BBB3423-125A-4B9E-81CA-B4E0E4205896}
1836981.3574,6311914.203,115,24131,2746,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Teyschlova 22,Teyschlova,1100,A,2023/04/19 00:00:00+00,{A6D9E4AA-DF74-468D-8711-462740B9569E}
1851228.1706,6308581.0936,116,23993,3872,,Papír,1100,4x týdně,SAKO,A,A,N,A,N,N,A,2019/01/14 00:00:00+00,2019/03/12 00:00:00+00,,2019/03/12 00:00:00+00,,,2020/03/22 00:00:00+00,7,7,,7,,,7,Pastrnkova x Tomáškova,Pastrnkova,680,A,2023/04/19 00:00:00+00,{CAA508EE-F28E-4A33-8CB9-78B92E914B24}
1855470.6454,6309434.0194,117,11530,3547,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Vlkova 5,Vlkova,2670,A,2023/04/19 00:00:00+00,{37A5C82C-D4CD-4325-90DA-2258B34A4DFD}
1845777.1779,6308483.5981,118,23417,10237,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Barvičova 52 - v domě,Barvičova,44,N,2023/04/19 00:00:00+00,{4B9EC2F2-0BDC-4000-BE13-0F0F6874A18F}
1845298.9939,6309177.642,119,23507,10294,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Dostálova 3 - v domě ,Dostálova,112,N,2023/04/19 00:00:00+00,{D23F3517-159F-4C87-88D6-2F4D084DAE9D}
1847116.7855,6321057.2982,120,26341,10911,,Papír,1100,1x týdně,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Kleštínek 16,Kleštínek,382,N,2023/04/19 00:00:00+00,{B99B3E30-0C2F-4C0B-A4FF-7864DFB3B5D3}
1849946.2487,6313573.6328,121,11621,2599,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Brožíkova 19,Brožíkova,59,A,2023/04/19 00:00:00+00,{46B3F56E-790C-4097-B65F-CEA4F39A12CB}
1851494.6471,6313793.375,122,11576,2573,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Barvy  6,Barvy,784,A,2023/04/19 00:00:00+00,{26AEE3AE-5C1B-4413-948E-51ABDA29F4F8}
1846158.3804,6308780.1769,123,23571,10331,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Heinrichova 39 - v domě ,Heinrichova,224,N,2023/04/19 00:00:00+00,{80799B3A-6881-4DB0-86B8-DF1E64CE2F13}
1849643.6044,6314187.7354,124,12532,3403,,Papír,1100,3x týdně,EKO-KOM,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Loosova 34,Loosova,740,A,2023/04/19 00:00:00+00,{DF00CCDE-33FA-43D4-A0F0-1600137C9D18}
1846413.3354,6308197.2336,125,23719,7937,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Mahenova 7 - v domě,Mahenova,356,N,2023/04/19 00:00:00+00,{743E7DA6-BE02-4726-B9EA-1C47884C0739}
1850091.0197,6309399.1947,126,25582,10733,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2022/02/18 00:00:00+00,,,,,,,7,,,Merhautova 10 - v domě,Merhautova,432,N,2023/04/19 00:00:00+00,{B74DC646-5763-4CB5-8B10-9EA81B1D4054}
1846509.4375,6315467.3264,127,4234,2441,,Sklo barevné,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/08/14 00:00:00+00,,,,,,,7,,,,,Žitná 21,Žitná,1476,A,2023/04/19 00:00:00+00,{823A2DB4-6FF8-42A2-AC76-18F9BBDB722B}
1837769.6998,6312395.5846,128,26346,3110,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,"Vejrostova - 4,5,6",Vejrostova,953,A,2023/04/19 00:00:00+00,{6F9627A5-A9B2-4C04-96EF-6D14927E0280}
1849806.0307,6313363.2885,129,12679,3723,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Tomečkova x Okružní,Dřínová,98,A,2023/04/19 00:00:00+00,{5AF0EE2C-E898-491E-8DA9-1A8BAAB3D6B0}
1849728.5634,6303557.3573,130,24177,3865,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Kšírova 150,Kšírova,149,A,2023/04/19 00:00:00+00,{2424B141-8BFA-45E5-A930-F40B0AFF88BE}
1848425.7246,6313994.593,131,26347,10913,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2023/02/13 00:00:00+00,,,2023/02/16 00:00:00+00,,,,7,,,7,,,,Kociánka 16a,Kociánka,261,N,2023/04/19 00:00:00+00,{7F73BC32-F761-43ED-B398-0EB2419F7C9C}
1850091.0197,6309399.1947,132,25583,10733,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/17 00:00:00+00,,,,,,,7,,,,Merhautova 10 - v domě,Merhautova,432,N,2023/04/19 00:00:00+00,{BFC09797-3E2A-46CE-B898-CF3FDA2AD898}
1850897.1954,6315018.8439,133,25640,10750,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/24 00:00:00+00,,,,,,,7,,,,Dusíkova 17 - v domě,Dusíkova,910,N,2023/04/19 00:00:00+00,{FD2F37EB-E526-4F4D-9591-2A66BC4AB6FE}
1849765.6106,6314399.1914,134,25691,10767,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/24 00:00:00+00,,,,,,,7,,,,Loosova 6 - v domě,Loosova,575,N,2023/04/19 00:00:00+00,{8950A9B1-083A-4C8C-97B5-EFC675E16933}
1849765.6106,6314399.1914,135,25692,10767,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/24 00:00:00+00,,,,,,,7,,,,Loosova 6 - v domě,Loosova,575,N,2023/04/19 00:00:00+00,{543AFA2C-CA76-4451-AC27-9510B913514B}
1851343.0411,6312134.8733,136,25712,10770,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/24 00:00:00+00,,,,,,,7,,,,Hořejší 12 - v domě,Hořejší,1506,N,2023/04/19 00:00:00+00,{DA9F436E-4307-42CB-924E-17E280F337E0}
1846697.0331,6307031.1104,137,26350,10914,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2023/02/15 00:00:00+00,,,,,,,7,,,,,Výstavní 26 - v domě,Výstavní,118,N,2023/04/19 00:00:00+00,{0A3EB5FB-A61E-43BE-B782-B72AAA99FE8A}
1845351.3363,6316388.4059,138,23917,3381,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2020/05/19 00:00:00+00,,,2020/08/21 00:00:00+00,,,,7,,,7,,,Medlánecká x Renčova,,560,A,2023/04/19 00:00:00+00,{B3B8760B-7683-4253-B181-0DB7C46A0858}
1846130.8288,6303217.1568,139,24044,4309,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Arménská 1,Arménská,501,A,2023/04/19 00:00:00+00,{7D6417A3-AF67-43FC-8F1E-D41C5B76035D}
1846697.0331,6307031.1104,140,26349,10914,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2023/02/15 00:00:00+00,,,,,,,7,,,,,Výstavní 26 - v domě,Výstavní,118,N,2023/04/19 00:00:00+00,{2FFCBAD8-9DC1-412B-BEA3-1BFF4E82380C}
1848451.7845,6309918.1048,141,26351,6988,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2019/12/03 00:00:00+00,,,,,,,7,,,,,,Lidická 69 - v domě,Lidická,714,N,2023/04/19 00:00:00+00,{3BBE2670-C2A4-42FF-8E56-774BFDA2B577}
1836967.2421,6311763.6842,142,24132,2747,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Teyschlova 32,Teyschlova,1095,A,2023/04/19 00:00:00+00,{0F9C4D72-328F-48C9-96E8-1F721B6932CB}
1843039.0301,6312160.6083,143,24257,3288,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Absolonova 51,Absolonova,827,A,2023/04/19 00:00:00+00,{0F958216-C985-4B4C-AE66-4C0106C3B87F}
1845568.9882,6309065.5219,144,23814,10477,,Biologický odpad,120,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Rudišova 5 - v domě ,Rudišova,478,N,2023/04/19 00:00:00+00,{A1353DE4-85CE-43A9-8D86-4A2C4884B572}
1846754.6521,6308659.9529,145,23852,7669,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Údolní 62 - v domě,Údolní,411,N,2023/04/19 00:00:00+00,{CC0DBAF8-4456-44D0-9642-D2389CF93CB8}
1845904.7501,6304185.3905,146,24006,10548,,Sklo barevné,1300,1x14 lichý,SAKO,N,N,A,N,N,N,N,,,2021/01/20 00:00:00+00,,,,,,,7,,,,,Uzbecká 24,Uzbecká,564,A,2023/04/19 00:00:00+00,{8778C0EC-43C0-4BA2-8BAB-4DBACF9DCC5B}
1845904.7501,6304185.3905,147,24005,10548,,Sklo bílé,1300,1x14 lichý,SAKO,N,N,A,N,N,N,N,,,2021/01/20 00:00:00+00,,,,,,,7,,,,,Uzbecká 24,Uzbecká,564,A,2023/04/19 00:00:00+00,{1E94DF6E-9612-44AB-9658-5BB349E1EA60}
1845522.9799,6308929.7054,148,23880,10517,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Wanklova 1 - v domě,Wanklova,498,N,2023/04/19 00:00:00+00,{049C86DD-BA10-44BB-BAD3-C6562E1B5315}
1846167.8648,6318026.768,149,26314,2912,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Kárníkova 20,Kárníkova,1539,A,2023/04/19 00:00:00+00,{B79A833E-C3E1-4D87-B314-DCB5C79608E3}
1846031.9103,6308072.7082,150,23742,10433,,Biologický odpad,120,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Pavlíkova 8 - v domě ,Pavlíkova,384,N,2023/04/19 00:00:00+00,{F1A3EFB4-3C89-4639-B8D9-2B34CD9A8324}
1856890.3697,6311213.6113,151,25533,3893,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2022/02/07 00:00:00+00,,,,,,,7,,,,,,,Horníkova 32c,Horníkova,2965,A,2023/04/19 00:00:00+00,{68BD630E-6432-4090-853D-5CA556330D33}
1856293.3855,6310148.9463,152,11459,2858,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Synkova 12,Synkova,2097,A,2023/04/19 00:00:00+00,{E090FA65-325A-4FB1-A07A-8B3955526E27}
1845147.5215,6308852.7516,153,23789,10463,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Rezkova 25a - v domě ,Rezkova,425,N,2023/04/19 00:00:00+00,{F3895634-08D9-4A5E-A01D-69BFF2F6F999}
1844914.5187,6316865.4221,154,26362,3858,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Oranžová 6,Azurová,2029,A,2023/04/19 00:00:00+00,{60AFD2A7-8471-4167-A649-ABA5CFCEF125}
1849632.8064,6314375.9555,155,26355,10916,,Papír,240,1x týdně,SAKO,A,N,N,N,N,N,N,2023/02/20 00:00:00+00,,,,,,,7,,,,,,,Loosova 12 - v domě,Loosova,355,N,2023/04/19 00:00:00+00,{B03BB1B5-B02B-4EE7-A9FC-37433FD66440}
1846329.3449,6313031.0267,156,23940,2848,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,6x týdně,SAKO,A,A,A,A,A,N,A,2019/01/14 00:00:00+00,2022/09/19 00:00:00+00,2021/04/07 00:00:00+00,2022/09/22 00:00:00+00,2019/01/11 00:00:00+00,,2021/01/10 00:00:00+00,7,7,7,7,7,,7,Vodova 97,Vodova,2327,A,2023/04/19 00:00:00+00,{CAAB0840-9E48-4239-B1CF-4CEBAFDDACC9}
